"Gene","gene_id","gene"
"MLLT10P1","ENSG00000238151","ENSG00000238151"
"ZNF285DP","ENSG00000283443","ENSG00000283443"
"ANKRD20A21P","ENSG00000277112","ENSG00000277112"
"DEFB115","ENSG00000215547","ENSG00000215547"
"DKKL1P1","ENSG00000215546","ENSG00000215546"
"ENSG00000224628",NA,"ENSG00000224628"
"DEFB116","ENSG00000215545","ENSG00000215545"
"RPL31P3","ENSG00000237929","ENSG00000237929"
"HAUS6P2","ENSG00000236121","ENSG00000236121"
"RNA5SP480","ENSG00000252649","ENSG00000252649"
"DEFB117","ENSG00000212717","ENSG00000212717"
"DEFB118","ENSG00000131068","ENSG00000131068"
"DEFB119","ENSG00000180483","ENSG00000180483"
"DEFB121","ENSG00000204548","ENSG00000204548"
"DEFB122","ENSG00000204547","ENSG00000204547"
"DEFB123","ENSG00000180424","ENSG00000180424"
"DEFB124","ENSG00000180383","ENSG00000180383"
"REM1","ENSG00000088320","ENSG00000088320"
"HM13","ENSG00000101294","ENSG00000101294"
"MCTS2P","ENSG00000101898","ENSG00000101898"
"ID1","ENSG00000125968","ENSG00000125968"
"COX4I2","ENSG00000131055","ENSG00000131055"
"BCL2L1","ENSG00000171552","ENSG00000171552"
"TPX2","ENSG00000088325","ENSG00000088325"
"ENSG00000230801",NA,"ENSG00000230801"
"MYLK2","ENSG00000101306","ENSG00000101306"
"FOXS1","ENSG00000179772","ENSG00000179772"
"DUSP15","ENSG00000149599","ENSG00000149599"
"TTLL9","ENSG00000131044","ENSG00000131044"
"PDRG1","ENSG00000088356","ENSG00000088356"
"XKR7","ENSG00000260903","ENSG00000260903"
"RNA5SP481","ENSG00000252623","ENSG00000252623"
"CCM2L","ENSG00000101331","ENSG00000101331"
"RNA5SP482","ENSG00000212571","ENSG00000212571"
"HCK","ENSG00000101336","ENSG00000101336"
"TM9SF4","ENSG00000101337","ENSG00000101337"
"RSL24D1P6","ENSG00000224452","ENSG00000224452"
"TSPY26P","ENSG00000235217","ENSG00000235217"
"PLAGL2","ENSG00000126003","ENSG00000126003"
"POFUT1","ENSG00000101346","ENSG00000101346"
"KIF3B","ENSG00000101350","ENSG00000101350"
"ASXL1","ENSG00000171456","ENSG00000171456"
"NOL4L","ENSG00000197183","ENSG00000197183"
"C20orf203","ENSG00000198547","ENSG00000198547"
"ENSG00000285382",NA,"ENSG00000285382"
"BAK1P1","ENSG00000175730","ENSG00000175730"
"COMMD7","ENSG00000149600","ENSG00000149600"
"DNMT3B","ENSG00000088305","ENSG00000088305"
"MAPRE1","ENSG00000101367","ENSG00000101367"
"EFCAB8","ENSG00000215529","ENSG00000215529"
"SUN5","ENSG00000167098","ENSG00000167098"
"BPIFB2","ENSG00000078898","ENSG00000078898"
"BPIFB6","ENSG00000167104","ENSG00000167104"
"PUDPP3","ENSG00000214245","ENSG00000214245"
"BPIFB3","ENSG00000186190","ENSG00000186190"
"BPIFB4","ENSG00000186191","ENSG00000186191"
"BPIFA2","ENSG00000131050","ENSG00000131050"
"SOCS2P1","ENSG00000237662","ENSG00000237662"
"BPIFA4P","ENSG00000183566","ENSG00000183566"
"BPIFA3","ENSG00000131059","ENSG00000131059"
"BPIFA1","ENSG00000198183","ENSG00000198183"
"RPL12P3","ENSG00000233106","ENSG00000233106"
"BPIFB1","ENSG00000125999","ENSG00000125999"
"BPIFB5P","ENSG00000233146","ENSG00000233146"
"BPIFB9P","ENSG00000125997","ENSG00000125997"
"CDK5RAP1","ENSG00000101391","ENSG00000101391"
"SNTA1","ENSG00000101400","ENSG00000101400"
"CBFA2T2","ENSG00000078699","ENSG00000078699"
"NECAB3","ENSG00000125967","ENSG00000125967"
"C20orf144","ENSG00000149609","ENSG00000149609"
"ENSG00000182584",NA,"ENSG00000182584"
"E2F1","ENSG00000101412","ENSG00000101412"
"PXMP4","ENSG00000101417","ENSG00000101417"
"ZNF341","ENSG00000131061","ENSG00000131061"
"RPL31P2","ENSG00000230837","ENSG00000230837"
"CHMP4B","ENSG00000101421","ENSG00000101421"
"TPM3P2","ENSG00000214200","ENSG00000214200"
"PIGPP3","ENSG00000228958","ENSG00000228958"
"RALY","ENSG00000125970","ENSG00000125970"
"EIF2S2","ENSG00000125977","ENSG00000125977"
"RPS2P1","ENSG00000225246","ENSG00000225246"
"ASIP","ENSG00000101440","ENSG00000101440"
"XPOTP1","ENSG00000214185","ENSG00000214185"
"ENSG00000236456",NA,"ENSG00000236456"
"AHCY","ENSG00000101444","ENSG00000101444"
"ENSG00000234087",NA,"ENSG00000234087"
"ITCH","ENSG00000078747","ENSG00000078747"
"CDC42P1","ENSG00000234933","ENSG00000234933"
"FDX1P1","ENSG00000181741","ENSG00000181741"
"DYNLRB1","ENSG00000125971","ENSG00000125971"
"MAP1LC3A","ENSG00000101460","ENSG00000101460"
"PIGU","ENSG00000101464","ENSG00000101464"
"ENSG00000231034",NA,"ENSG00000231034"
"NCOA6","ENSG00000198646","ENSG00000198646"
"TP53INP2","ENSG00000078804","ENSG00000078804"
"HMGB3P1","ENSG00000225336","ENSG00000225336"
"GGT7","ENSG00000131067","ENSG00000131067"
"ACSS2","ENSG00000131069","ENSG00000131069"
"GSS","ENSG00000100983","ENSG00000100983"
"MYH7B","ENSG00000078814","ENSG00000078814"
"TRPC4AP","ENSG00000100991","ENSG00000100991"
"EDEM2","ENSG00000088298","ENSG00000088298"
"PROCR","ENSG00000101000","ENSG00000101000"
"RNA5SP483","ENSG00000200301","ENSG00000200301"
"MMP24OS","ENSG00000126005","ENSG00000126005"
"MT1P3","ENSG00000229230","ENSG00000229230"
"MMP24","ENSG00000125966","ENSG00000125966"
"ENSG00000261582",NA,"ENSG00000261582"
"EIF6","ENSG00000242372","ENSG00000242372"
"FAM83C","ENSG00000125998","ENSG00000125998"
"UQCC1","ENSG00000101019","ENSG00000101019"
"GDF5-AS1","ENSG00000204183","ENSG00000204183"
"GDF5","ENSG00000125965","ENSG00000125965"
"CEP250","ENSG00000126001","ENSG00000126001"
"ENSG00000242507",NA,"ENSG00000242507"
"C20orf173","ENSG00000125975","ENSG00000125975"
"ERGIC3","ENSG00000125991","ENSG00000125991"
"RPL36P4","ENSG00000224497","ENSG00000224497"
"FER1L4","ENSG00000088340","ENSG00000088340"
"RPL37P1","ENSG00000227401","ENSG00000227401"
"SPAG4","ENSG00000061656","ENSG00000061656"
"CPNE1","ENSG00000214078","ENSG00000214078"
"ENSG00000272897",NA,"ENSG00000272897"
"RBM12","ENSG00000244462","ENSG00000244462"
"NFS1","ENSG00000244005","ENSG00000244005"
"ROMO1","ENSG00000125995","ENSG00000125995"
"RBM39","ENSG00000131051","ENSG00000131051"
"RPF2P1","ENSG00000225357","ENSG00000225357"
"PHF20","ENSG00000025293","ENSG00000025293"
"COX7BP2","ENSG00000234274","ENSG00000234274"
"HIGD1AP16","ENSG00000219608","ENSG00000219608"
"SCAND1","ENSG00000171222","ENSG00000171222"
"CNBD2","ENSG00000149646","ENSG00000149646"
"HMGB3P2","ENSG00000231470","ENSG00000231470"
"EPB41L1","ENSG00000088367","ENSG00000088367"
"AAR2","ENSG00000131043","ENSG00000131043"
"DLGAP4","ENSG00000080845","ENSG00000080845"
"MYL9","ENSG00000101335","ENSG00000101335"
"TGIF2","ENSG00000118707","ENSG00000118707"
"TGIF2-RAB5IF","ENSG00000259399","ENSG00000259399"
"RAB5IF","ENSG00000101084","ENSG00000101084"
"SLA2","ENSG00000101082","ENSG00000101082"
"HNRNPA3P2","ENSG00000227688","ENSG00000227688"
"NDRG3","ENSG00000101079","ENSG00000101079"
"DSN1","ENSG00000149636","ENSG00000149636"
"SOGA1","ENSG00000149639","ENSG00000149639"
"TLDC2","ENSG00000101342","ENSG00000101342"
"SAMHD1","ENSG00000101347","ENSG00000101347"
"RBL1","ENSG00000080839","ENSG00000080839"
"RPS3AP3","ENSG00000231241","ENSG00000231241"
"RPS27AP3","ENSG00000226144","ENSG00000226144"
"MROH8","ENSG00000101353","ENSG00000101353"
"ENSG00000236159",NA,"ENSG00000236159"
"RPN2","ENSG00000118705","ENSG00000118705"
"GHRH","ENSG00000118702","ENSG00000118702"
"MANBAL","ENSG00000101363","ENSG00000101363"
"SRC","ENSG00000197122","ENSG00000197122"
"RPL7AP14","ENSG00000213979","ENSG00000213979"
"BLCAP","ENSG00000166619","ENSG00000166619"
"NNAT","ENSG00000053438","ENSG00000053438"
"PPIAP3","ENSG00000235044","ENSG00000235044"
"GLRXP1","ENSG00000228234","ENSG00000228234"
"CTNNBL1","ENSG00000132792","ENSG00000132792"
"VSTM2L","ENSG00000132821","ENSG00000132821"
"TTI1","ENSG00000101407","ENSG00000101407"
"RPRD1B","ENSG00000101413","ENSG00000101413"
"TGM2","ENSG00000198959","ENSG00000198959"
"KIAA1755","ENSG00000149633","ENSG00000149633"
"BPI","ENSG00000101425","ENSG00000101425"
"LBP","ENSG00000129988","ENSG00000129988"
"RALGAPB","ENSG00000170471","ENSG00000170471"
"RPS3P2","ENSG00000231307","ENSG00000231307"
"ADIG","ENSG00000182035","ENSG00000182035"
"ARHGAP40","ENSG00000124143","ENSG00000124143"
"ENSG00000213959",NA,"ENSG00000213959"
"SLC32A1","ENSG00000101438","ENSG00000101438"
"ACTR5","ENSG00000101442","ENSG00000101442"
"PPP1R16B","ENSG00000101445","ENSG00000101445"
"FAM83D","ENSG00000101447","ENSG00000101447"
"DHX35","ENSG00000101452","ENSG00000101452"
"NPM1P19","ENSG00000223864","ENSG00000223864"
"ATG3P1","ENSG00000224357","ENSG00000224357"
"HSPE1P1","ENSG00000234878","ENSG00000234878"
"MAFB","ENSG00000204103","ENSG00000204103"
"RNA5SP484","ENSG00000238908","ENSG00000238908"
"TOP1","ENSG00000198900","ENSG00000198900"
"PLCG1","ENSG00000124181","ENSG00000124181"
"ZHX3","ENSG00000174306","ENSG00000174306"
"ENSG00000272407",NA,"ENSG00000272407"
"RPL23AP81","ENSG00000242748","ENSG00000242748"
"ADI1P1","ENSG00000235102","ENSG00000235102"
"LPIN3","ENSG00000132793","ENSG00000132793"
"EMILIN3","ENSG00000183798","ENSG00000183798"
"ENSG00000229398",NA,"ENSG00000229398"
"CHD6","ENSG00000124177","ENSG00000124177"
"ENSG00000235088",NA,"ENSG00000235088"
"RPL12P11","ENSG00000232493","ENSG00000232493"
"ENSG00000223651",NA,"ENSG00000223651"
"PTPRT","ENSG00000196090","ENSG00000196090"
"ENSG00000229892",NA,"ENSG00000229892"
"PPIAP21","ENSG00000226038","ENSG00000226038"
"ENSG00000237555",NA,"ENSG00000237555"
"EIF4EBP2P1","ENSG00000233711","ENSG00000233711"
"SRSF6","ENSG00000124193","ENSG00000124193"
"L3MBTL1","ENSG00000185513","ENSG00000185513"
"ENSG00000234271",NA,"ENSG00000234271"
"ENSG00000277611",NA,"ENSG00000277611"
"SGK2","ENSG00000101049","ENSG00000101049"
"IFT52","ENSG00000101052","ENSG00000101052"
"RPL27AP","ENSG00000215467","ENSG00000215467"
"MYBL2","ENSG00000101057","ENSG00000101057"
"GTSF1L","ENSG00000124196","ENSG00000124196"
"TOX2","ENSG00000124191","ENSG00000124191"
"JPH2","ENSG00000149596","ENSG00000149596"
"OSER1","ENSG00000132823","ENSG00000132823"
"GDAP1L1","ENSG00000124194","ENSG00000124194"
"FITM2","ENSG00000197296","ENSG00000197296"
"R3HDML","ENSG00000101074","ENSG00000101074"
"HNF4A","ENSG00000101076","ENSG00000101076"
"RPL37AP1","ENSG00000226243","ENSG00000226243"
"TTPAL","ENSG00000124120","ENSG00000124120"
"SERINC3","ENSG00000132824","ENSG00000132824"
"PKIG","ENSG00000168734","ENSG00000168734"
"ADA","ENSG00000196839","ENSG00000196839"
"CCN5","ENSG00000064205","ENSG00000064205"
"KCNK15","ENSG00000124249","ENSG00000124249"
"RIMS4","ENSG00000101098","ENSG00000101098"
"PGBD4P2","ENSG00000277708","ENSG00000277708"
"YWHAB","ENSG00000166913","ENSG00000166913"
"PABPC1L","ENSG00000101104","ENSG00000101104"
"TOMM34","ENSG00000025772","ENSG00000025772"
"STK4","ENSG00000101109","ENSG00000101109"
"KCNS1","ENSG00000124134","ENSG00000124134"
"WFDC5","ENSG00000175121","ENSG00000175121"
"WFDC12","ENSG00000168703","ENSG00000168703"
"ENSG00000283142",NA,"ENSG00000283142"
"PI3","ENSG00000124102","ENSG00000124102"
"SEMG1","ENSG00000124233","ENSG00000124233"
"SEMG2","ENSG00000124157","ENSG00000124157"
"ENSG00000233352",NA,"ENSG00000233352"
"ENSG00000243995",NA,"ENSG00000243995"
"SLPI","ENSG00000124107","ENSG00000124107"
"MATN4","ENSG00000124159","ENSG00000124159"
"RBPJL","ENSG00000124232","ENSG00000124232"
"SDC4","ENSG00000124145","ENSG00000124145"
"SYS1","ENSG00000204070","ENSG00000204070"
"SYS1-DBNDD2","ENSG00000254806","ENSG00000254806"
"TP53TG5","ENSG00000124251","ENSG00000124251"
"NDUFB4P10","ENSG00000232880","ENSG00000232880"
"DBNDD2","ENSG00000244274","ENSG00000244274"
"PIGT","ENSG00000124155","ENSG00000124155"
"WFDC2","ENSG00000101443","ENSG00000101443"
"RPL5P2","ENSG00000237068","ENSG00000237068"
"SPINT3","ENSG00000101446","ENSG00000101446"
"WFDC6","ENSG00000243543","ENSG00000243543"
"EPPIN-WFDC6","ENSG00000249139","ENSG00000249139"
"ENSG00000232135",NA,"ENSG00000232135"
"HSPD1P21","ENSG00000229900","ENSG00000229900"
"EPPIN","ENSG00000101448","ENSG00000101448"
"WFDC8","ENSG00000158901","ENSG00000158901"
"RNA5SP485","ENSG00000201923","ENSG00000201923"
"CCNB1IP1P2","ENSG00000230860","ENSG00000230860"
"WFDC9","ENSG00000180205","ENSG00000180205"
"WFDC10A","ENSG00000180305","ENSG00000180305"
"RPS2P7","ENSG00000235508","ENSG00000235508"
"WFDC11","ENSG00000180083","ENSG00000180083"
"WFDC10B","ENSG00000182931","ENSG00000182931"
"WFDC13","ENSG00000168634","ENSG00000168634"
"SPINT4","ENSG00000149651","ENSG00000149651"
"HNRNPA1P3","ENSG00000226188","ENSG00000226188"
"WFDC3","ENSG00000124116","ENSG00000124116"
"SPINT5P","ENSG00000168630","ENSG00000168630"
"DNTTIP1","ENSG00000101457","ENSG00000101457"
"UBE2C","ENSG00000175063","ENSG00000175063"
"TNNC2","ENSG00000101470","ENSG00000101470"
"SNX21","ENSG00000124104","ENSG00000124104"
"ACOT8","ENSG00000101473","ENSG00000101473"
"ZSWIM3","ENSG00000132801","ENSG00000132801"
"ZSWIM1","ENSG00000168612","ENSG00000168612"
"SPATA25","ENSG00000149634","ENSG00000149634"
"NEURL2","ENSG00000124257","ENSG00000124257"
"CTSA","ENSG00000064601","ENSG00000064601"
"PLTP","ENSG00000100979","ENSG00000100979"
"PCIF1","ENSG00000100982","ENSG00000100982"
"ZNF335","ENSG00000198026","ENSG00000198026"
"FTLP1","ENSG00000235525","ENSG00000235525"
"MMP9","ENSG00000100985","ENSG00000100985"
"SLC12A5","ENSG00000124140","ENSG00000124140"
"NCOA5","ENSG00000124160","ENSG00000124160"
"RPL13P2","ENSG00000213820","ENSG00000213820"
"CD40","ENSG00000101017","ENSG00000101017"
"CDH22","ENSG00000149654","ENSG00000149654"
"SLC35C2","ENSG00000080189","ENSG00000080189"
"ELMO2","ENSG00000062598","ENSG00000062598"
"ZNF663P","ENSG00000215452","ENSG00000215452"
"MKRN7P","ENSG00000225849","ENSG00000225849"
"ZNF840P","ENSG00000184617","ENSG00000184617"
"ZNF334","ENSG00000198185","ENSG00000198185"
"OCSTAMP","ENSG00000149635","ENSG00000149635"
"SLC13A3","ENSG00000158296","ENSG00000158296"
"TP53RK","ENSG00000172315","ENSG00000172315"
"SLC2A10","ENSG00000197496","ENSG00000197496"
"ENSG00000235922",NA,"ENSG00000235922"
"EYA2","ENSG00000064655","ENSG00000064655"
"GAPDHP54","ENSG00000226769","ENSG00000226769"
"ENSG00000239783",NA,"ENSG00000239783"
"ENSG00000215450",NA,"ENSG00000215450"
"ZMYND8","ENSG00000101040","ENSG00000101040"
"RPL35AP","ENSG00000234075","ENSG00000234075"
"NCOA3","ENSG00000124151","ENSG00000124151"
"ENSG00000229853",NA,"ENSG00000229853"
"SULF2","ENSG00000196562","ENSG00000196562"
"SRMP1","ENSG00000215448","ENSG00000215448"
"RNA5SP486","ENSG00000251770","ENSG00000251770"
"PREX1","ENSG00000124126","ENSG00000124126"
"ARFGEF2","ENSG00000124198","ENSG00000124198"
"SNAP23P1","ENSG00000230758","ENSG00000230758"
"CSE1L","ENSG00000124207","ENSG00000124207"
"STAU1","ENSG00000124214","ENSG00000124214"
"ARPC3P1","ENSG00000226284","ENSG00000226284"
"DDX27","ENSG00000124228","ENSG00000124228"
"ZNFX1","ENSG00000124201","ENSG00000124201"
"KCNB1","ENSG00000158445","ENSG00000158445"
"ENSG00000283529",NA,"ENSG00000283529"
"PTGIS","ENSG00000124212","ENSG00000124212"
"B4GALT5","ENSG00000158470","ENSG00000158470"
"SNRPFP1","ENSG00000231878","ENSG00000231878"
"SLC9A8","ENSG00000197818","ENSG00000197818"
"ENSG00000237788",NA,"ENSG00000237788"
"SPATA2","ENSG00000158480","ENSG00000158480"
"RNF114","ENSG00000124226","ENSG00000124226"
"KRT18P4","ENSG00000229222","ENSG00000229222"
"SNAI1","ENSG00000124216","ENSG00000124216"
"UBE2V1","ENSG00000244687","ENSG00000244687"
"PEDS1-UBE2V1","ENSG00000124208","ENSG00000124208"
"PEDS1","ENSG00000240849","ENSG00000240849"
"CEBPB","ENSG00000172216","ENSG00000172216"
"COX6CP2","ENSG00000231715","ENSG00000231715"
"PTPN1","ENSG00000196396","ENSG00000196396"
"RIPOR3","ENSG00000042062","ENSG00000042062"
"RPL36P2","ENSG00000231302","ENSG00000231302"
"PARD6B","ENSG00000124171","ENSG00000124171"
"BCAS4","ENSG00000124243","ENSG00000124243"
"TMSB4XP6","ENSG00000230043","ENSG00000230043"
"ADNP","ENSG00000101126","ENSG00000101126"
"PSMD10P1","ENSG00000228663","ENSG00000228663"
"DPM1","ENSG00000000419","ENSG00000000419"
"MOCS3","ENSG00000124217","ENSG00000124217"
"KCNG1","ENSG00000026559","ENSG00000026559"
"RPSAP1","ENSG00000228820","ENSG00000228820"
"NFATC2","ENSG00000101096","ENSG00000101096"
"ATP9A","ENSG00000054793","ENSG00000054793"
"ENSG00000215444",NA,"ENSG00000215444"
"SALL4","ENSG00000101115","ENSG00000101115"
"ZFP64","ENSG00000020256","ENSG00000020256"
"ERP29P1","ENSG00000233347","ENSG00000233347"
"MRPS33P4","ENSG00000234821","ENSG00000234821"
"RPL36P1","ENSG00000230636","ENSG00000230636"
"TSHZ2","ENSG00000182463","ENSG00000182463"
"PPIAP10","ENSG00000224530","ENSG00000224530"
"ZNF217","ENSG00000171940","ENSG00000171940"
"SUMO1P1","ENSG00000241721","ENSG00000241721"
"BCAS1","ENSG00000064787","ENSG00000064787"
"CYP24A1","ENSG00000019186","ENSG00000019186"
"PFDN4","ENSG00000101132","ENSG00000101132"
"DOK5","ENSG00000101134","ENSG00000101134"
"RPL12P4","ENSG00000185834","ENSG00000185834"
"CBLN4","ENSG00000054803","ENSG00000054803"
"RNA5SP487","ENSG00000222118","ENSG00000222118"
"MC3R","ENSG00000124089","ENSG00000124089"
"ENSG00000235594",NA,"ENSG00000235594"
"FAM210B","ENSG00000124098","ENSG00000124098"
"AURKA","ENSG00000087586","ENSG00000087586"
"CSTF1","ENSG00000101138","ENSG00000101138"
"CASS4","ENSG00000087589","ENSG00000087589"
"RPL39P","ENSG00000228601","ENSG00000228601"
"RTF2","ENSG00000022277","ENSG00000022277"
"GCNT7","ENSG00000124091","ENSG00000124091"
"FAM209A","ENSG00000124103","ENSG00000124103"
"FAM209B","ENSG00000213714","ENSG00000213714"
"RPS4XP3","ENSG00000214541","ENSG00000214541"
"TFAP2C","ENSG00000087510","ENSG00000087510"
"PTMAP6","ENSG00000237000","ENSG00000237000"
"BMP7","ENSG00000101144","ENSG00000101144"
"RPL39P39","ENSG00000231005","ENSG00000231005"
"SPO11","ENSG00000054796","ENSG00000054796"
"RAE1","ENSG00000101146","ENSG00000101146"
"MT-MTND1P9",NA,"MT-MTND1P9"
"MT-MTRNR2L3",NA,"MT-MTRNR2L3"
"RBM38","ENSG00000132819","ENSG00000132819"
"HMGB1P1","ENSG00000124097","ENSG00000124097"
"CTCFL","ENSG00000124092","ENSG00000124092"
"PCK1","ENSG00000124253","ENSG00000124253"
"ZBP1","ENSG00000124256","ENSG00000124256"
"PMEPA1","ENSG00000124225","ENSG00000124225"
"ENSG00000270411",NA,"ENSG00000270411"
"C20orf85","ENSG00000124237","ENSG00000124237"
"ANKRD60","ENSG00000124227","ENSG00000124227"
"PPP4R1L","ENSG00000124224","ENSG00000124224"
"RAB22A","ENSG00000124209","ENSG00000124209"
"VAPB","ENSG00000124164","ENSG00000124164"
"APCDD1L","ENSG00000198768","ENSG00000198768"
"STX16","ENSG00000124222","ENSG00000124222"
"STX16-NPEPL1","ENSG00000254995","ENSG00000254995"
"NPEPL1","ENSG00000215440","ENSG00000215440"
"PIEZO1P2","ENSG00000237121","ENSG00000237121"
"GNAS","ENSG00000087460","ENSG00000087460"
"ENSG00000284985",NA,"ENSG00000284985"
"NELFCD","ENSG00000101158","ENSG00000101158"
"CTSZ","ENSG00000101160","ENSG00000101160"
"TUBB1","ENSG00000101162","ENSG00000101162"
"ATP5F1E","ENSG00000124172","ENSG00000124172"
"PRELID3B","ENSG00000101166","ENSG00000101166"
"MRPS16P2","ENSG00000232925","ENSG00000232925"
"ZNF831","ENSG00000124203","ENSG00000124203"
"EDN3","ENSG00000124205","ENSG00000124205"
"PIEZO1P1","ENSG00000233686","ENSG00000233686"
"PHACTR3","ENSG00000087495","ENSG00000087495"
"SYCP2","ENSG00000196074","ENSG00000196074"
"FAM217B","ENSG00000196227","ENSG00000196227"
"PPP1R3D","ENSG00000132825","ENSG00000132825"
"CDH26","ENSG00000124215","ENSG00000124215"
"MT-MTCO2P1",NA,"MT-MTCO2P1"
"CDH4","ENSG00000280641","ENSG00000280641"
"TAF4","ENSG00000280529","ENSG00000280529"
"ENSG00000235018",NA,"ENSG00000235018"
"LSM14B","ENSG00000149657","ENSG00000149657"
"PSMA7","ENSG00000101182","ENSG00000101182"
"SS18L1","ENSG00000184402","ENSG00000184402"
"MTG2","ENSG00000101181","ENSG00000101181"
"HRH3","ENSG00000101180","ENSG00000101180"
"OSBPL2","ENSG00000130703","ENSG00000130703"
"ADRM1","ENSG00000130706","ENSG00000130706"
"LAMA5","ENSG00000130702","ENSG00000130702"
"RPS21","ENSG00000171858","ENSG00000171858"
"CABLES2","ENSG00000149679","ENSG00000149679"
"RBBP8NL","ENSG00000130701","ENSG00000130701"
"GATA5","ENSG00000130700","ENSG00000130700"
"RPL7P3","ENSG00000226094","ENSG00000226094"
"SLCO4A1","ENSG00000101187","ENSG00000101187"
"NTSR1","ENSG00000101188","ENSG00000101188"
"MRGBP","ENSG00000101189","ENSG00000101189"
"OGFR","ENSG00000060491","ENSG00000060491"
"COL9A3","ENSG00000092758","ENSG00000092758"
"TCFL5","ENSG00000101190","ENSG00000101190"
"DPH3P1","ENSG00000233838","ENSG00000233838"
"ARF4P2","ENSG00000236527","ENSG00000236527"
"DIDO1","ENSG00000101191","ENSG00000101191"
"GID8","ENSG00000101193","ENSG00000101193"
"SLC17A9","ENSG00000101194","ENSG00000101194"
"BHLHE23","ENSG00000125533","ENSG00000125533"
"YTHDF1","ENSG00000149658","ENSG00000149658"
"BIRC7","ENSG00000101197","ENSG00000101197"
"NKAIN4","ENSG00000101198","ENSG00000101198"
"ARFGAP1","ENSG00000101199","ENSG00000101199"
"COL20A1","ENSG00000101203","ENSG00000101203"
"CHRNA4","ENSG00000101204","ENSG00000101204"
"KCNQ2","ENSG00000281151","ENSG00000281151"
"EEF1A2","ENSG00000101210","ENSG00000101210"
"PPDPF","ENSG00000125534","ENSG00000125534"
"PTK6","ENSG00000101213","ENSG00000101213"
"SRMS","ENSG00000125508","ENSG00000125508"
"FNDC11","ENSG00000125531","ENSG00000125531"
"HELZ2","ENSG00000130589","ENSG00000130589"
"GMEB2","ENSG00000101216","ENSG00000101216"
"STMN3","ENSG00000197457","ENSG00000197457"
"RTEL1","ENSG00000258366","ENSG00000258366"
"RTEL1-TNFRSF6B","ENSG00000026036","ENSG00000026036"
"TNFRSF6B","ENSG00000243509","ENSG00000243509"
"ARFRP1","ENSG00000101246","ENSG00000101246"
"ZGPAT","ENSG00000197114","ENSG00000197114"
"ENSG00000273154",NA,"ENSG00000273154"
"LIME1","ENSG00000203896","ENSG00000203896"
"ENSG00000273047",NA,"ENSG00000273047"
"SLC2A4RG","ENSG00000125520","ENSG00000125520"
"ZBTB46","ENSG00000130584","ENSG00000130584"
"ABHD16B","ENSG00000183260","ENSG00000183260"
"TPD52L2","ENSG00000101150","ENSG00000101150"
"DNAJC5","ENSG00000101152","ENSG00000101152"
"UCKL1","ENSG00000198276","ENSG00000198276"
"ZNF512B","ENSG00000196700","ENSG00000196700"
"SAMD10","ENSG00000130590","ENSG00000130590"
"PRPF6","ENSG00000101161","ENSG00000101161"
"C20orf204","ENSG00000196421","ENSG00000196421"
"SOX18","ENSG00000203883","ENSG00000203883"
"TCEA2","ENSG00000171703","ENSG00000171703"
"RGS19","ENSG00000171700","ENSG00000171700"
"OPRL1","ENSG00000277044","ENSG00000277044"
"LKAAEAR1","ENSG00000171695","ENSG00000171695"
"MYT1","ENSG00000276876","ENSG00000276876"
"NPBWR2","ENSG00000277339","ENSG00000277339"
"PCMTD2","ENSG00000280663","ENSG00000280663"
"ENSG00000278171",NA,"ENSG00000278171"
"CICP4","ENSG00000232852","ENSG00000232852"
"ENSG00000274727",NA,"ENSG00000274727"
"WASH5P","ENSG00000282458","ENSG00000282458"
"OR4G3P","ENSG00000282137","ENSG00000282137"
"OR4G1P","ENSG00000267310","ENSG00000267310"
"OR4F17","ENSG00000176695","ENSG00000176695"
"WBP1LP11","ENSG00000267792","ENSG00000267792"
"OR4F8P","ENSG00000266971","ENSG00000266971"
"SEPTIN14P19","ENSG00000281379","ENSG00000281379"
"CICP19","ENSG00000282059","ENSG00000282059"
"ENSG00000282416",NA,"ENSG00000282416"
"ENSG00000282051",NA,"ENSG00000282051"
"ENSG00000282339",NA,"ENSG00000282339"
"PLPP2","ENSG00000141934","ENSG00000141934"
"MIER2","ENSG00000105556","ENSG00000105556"
"THEG","ENSG00000105549","ENSG00000105549"
"C2CD4C","ENSG00000183186","ENSG00000183186"
"SHC2","ENSG00000129946","ENSG00000129946"
"RNA5SP462","ENSG00000252539","ENSG00000252539"
"ODF3L2","ENSG00000181781","ENSG00000181781"
"MADCAM1","ENSG00000099866","ENSG00000099866"
"TPGS1","ENSG00000141933","ENSG00000141933"
"CDC34","ENSG00000099804","ENSG00000099804"
"GZMM","ENSG00000197540","ENSG00000197540"
"BSG","ENSG00000172270","ENSG00000172270"
"HCN2","ENSG00000099822","ENSG00000099822"
"ENSG00000267036",NA,"ENSG00000267036"
